,movieid,title,genres,Average Rating,Number of Ratings,model_score,imdbid,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,tmdbId
42,43,Restoration (1995),Drama,3.4457831325301207,166,572.0,114272.0,Restoration,1995,1996-02-02,"Biography, Drama, History",117.0,"USA, UK","English, Latin",Michael Hoffman,"Rose Tremain, Rupert Walters",Avenue Pictures,"Robert Downey Jr., Sam Neill, David Thewlis, Polly Walker, Meg Ryan, Ian McKellen, Hugh Grant, Ian McDiarmid, Mary MacLeod, Mark Letheren, Sandy McDade, Rosalind Bennett, Willie Ross, David Gant, Benjamin Whitrow","The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.",$ 19000000,$ 4005941,$ 4005941,66.0,51.0,29.0,35196.0
43,44,Mortal Kombat (1995),Action|Adventure,2.787781350482315,311,867.0,113855.0,Mortal Kombat,1995,1995-11-10,"Action, Adventure, Fantasy",101.0,USA,English,Paul W.S. Anderson,"Ed Boon, John Tobias",New Line Cinema,"Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa, Bridgette Wilson-Sampras, Talisa Soto, Trevor Goddard, Chris Casamassa, François Petit, Keith Cooke, Hakim Alston, Kenneth Edwards, John Fujioka, Daniel Haggard, Sandy Helberg",Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,$ 18000000,$ 70454098,$ 122195920,58.0,336.0,92.0,9312.0
44,45,To Die For (1995),Comedy|Drama,3.4246323529411766,544,1863.0,114681.0,To Die For,1995,1995-09-22,"Comedy, Crime, Drama",106.0,"USA, UK, Canada",English,Gus Van Sant,"Joyce Maynard, Buck Henry",Columbia Pictures,"Nicole Kidman, Matt Dillon, Joaquin Phoenix, Casey Affleck, Illeana Douglas, Alison Folland, Dan Hedaya, Wayne Knight, Kurtwood Smith, Holland Taylor, Susan Traylor, Maria Tucci, Tim Hopper, Michael Rispoli, Buck Henry",A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,$ 20000000,$ 21284514,$ 21284514,86.0,179.0,66.0,577.0
45,46,How to Make an American Quilt (1995),Drama|Romance,3.108433734939759,166,516.0,113347.0,How to Make an American Quilt,1995,1996-06-07,"Comedy, Drama, Romance",117.0,USA,English,Jocelyn Moorhouse,"Whitney Otto, Jane Anderson",Universal Pictures,"Kaelynn Craddick, Sara Craddick, Kate Capshaw, Adam Baldwin, Winona Ryder, Dermot Mulroney, Ellen Burstyn, Anne Bancroft, Maya Angelou, Alfre Woodard, Lois Smith, Jean Simmons, Kate Nelligan, Denis Arndt, Rip Torn",Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,$ 10000000,$ 23600020,$ 41200020,,50.0,32.0,11861.0
46,47,Seven (Se7en) (1995),Crime|Thriller,4.106420404573439,1137,4669.0,114369.0,Se7en,1995,1995-12-15,"Crime, Drama, Mystery",127.0,USA,English,David Fincher,Andrew Kevin Walker,Cecchi Gori Pictures,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa, Brad Pitt, Gwyneth Paltrow, John Cassini, Bob Mack, Peter Crombie, Reg E. Cathey, R. Lee Ermey, George Christy, Endre Hules, Hawthorne James, William Davidson, Bob Collins","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",$ 33000000,$ 100125643,$ 327333559,65.0,1490.0,229.0,807.0
47,48,Pocahontas (1995),Animation|Children's|Musical|Romance,2.9764397905759163,382,1137.0,114148.0,Pocahontas,1995,1995-11-24,"Animation, Adventure, Drama",81.0,USA,"English, Algonquin","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant",Walt Disney Pictures,"Joe Baker, Christian Bale, Irene Bedard, Billy Connolly, James Apaumut Fall, Mel Gibson, Linda Hunt, John Kassir, Judy Kuhn, Danny Mann, Russell Means, David Ogden Stiers, Michelle St. John, Gordon Tootoosis, Frank Welker",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,$ 55000000,$ 141579773,$ 346079773,58.0,264.0,106.0,10530.0
48,49,When Night Is Falling (1995),Drama|Romance,3.740740740740741,27,101.0,114916.0,When Night Is Falling,1995,1995-05-05,"Drama, Romance",94.0,Canada,English,Patricia Rozema,Patricia Rozema,Alliance Communications Corporation,"Pascale Bussières, Rachael Crawford, Henry Czerny, David Fox, Don McKellar, Tracy Wright, Clare Coulter, Karyne Steben, Sarah Steben, Jonathan Potts, Tom Melissis, Stuart Clow, Richard W. Farrell, Fides Krucker, Thomas Sokolowski","An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",,$ 919671,$ 919671,,59.0,23.0,8391.0
49,50,"Usual Suspects, The (1995)",Crime|Thriller,4.517106001121705,1783,8053.999999999999,114814.0,The Usual Suspects,1995,1995-11-30,"Crime, Mystery, Thriller",106.0,"USA, Germany","English, Hungarian, Spanish, French",Bryan Singer,Christopher McQuarrie,PolyGram Filmed Entertainment,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak, Kevin Spacey, Chazz Palminteri, Pete Postlethwaite, Suzy Amis, Giancarlo Esposito, Dan Hedaya, Paul Bartel, Carl Bressler, Phillipe Simon, Jack Shearer, Christine Estabrook","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",$ 6000000,$ 23341568,$ 23341568,77.0,1372.0,147.0,629.0
50,52,Mighty Aphrodite (1995),Comedy,3.640371229698376,431,1569.0,113819.0,Mighty Aphrodite,1995,1996-01-26,"Comedy, Fantasy, Romance",95.0,USA,"English, Latin",Woody Allen,Woody Allen,Sweetland Films,"Pamela Blair, Rene Ceballos, Elie Chaib, George De La Pena, Joanne DiMauro, Denise Faye, Marian Filali, Angelo Fraboni, Scott Fowler, Seth Gertsacov, Patti Karr, Fred Mann III, John Mineo, Christopher Nelson, Valda Setterfield","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.",$ 15000000,$ 6468498,$ 6468498,59.0,96.0,55.0,11448.0
51,53,Lamerica (1994),Drama,4.75,8,38.0,,,,,,,,,,,,,,,,,,,,
52,54,"Big Green, The (1995)",Children's|Comedy,2.5609756097560976,41,105.0,112499.0,The Big Green,1995,1995-09-29,"Comedy, Family, Sport",100.0,USA,English,Holly Goldberg Sloan,Holly Goldberg Sloan,Caravan Pictures,"Steve Guttenberg, Olivia d'Abo, Jay O. Sanders, John Terry, Chauncey Leopardi, Patrick Renna, Billy L. Sullivan, Yareli Arizmendi, Bug Hall, Jessica Robertson, Anthony Esquivel, Jordan Brower, Hayley Kolb, Haley Miller, Ashley Welch","A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success.",$ 12000000,$ 17736619,$ 17736619,,30.0,13.0,26441.0
53,55,Georgia (1995),Drama,3.066666666666667,45,138.0,113158.0,Georgia,1995,1995-05-19,"Drama, Music",115.0,"France, USA","English, Hebrew",Ulu Grosbard,Barbara Turner,CiBy 2000,"Jennifer Jason Leigh, Mare Winningham, Ted Levine, Max Perlich, John Doe, John C. Reilly, Jimmy Witherspoon, Jason Carter, Tom Bower, Smokey Hormel, Jimmy Z., Tony Marsico, Jamian Briar, Rachel Rasco, Nicole Donahoo",Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,,$ 1110104,$ 1110104,81.0,41.0,23.0,97406.0
54,56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,2.0,9,18.0,113541.0,Kids of the Round Table,1995,1995-12-15,"Adventure, Comedy, Family",89.0,"USA, Canada",English,Robert Tinnell,"David Sherman, Robert Tinnell",Malofilm Communications Inc.,"Johnny Morina, Maggie Castle, Christopher Olscamp, Justin Borntraeger, Billy Coyle, Jeoffrey Graves, Malcolm McDowell, Peter Aykroyd, Mélany Goudreau, James Rae, Jamieson Boulanger, Roc LaFortune, Michael Ironside, René Simard, Melissa Altro","Eleven-year-old Alex and his fellow homemade heroes are having a backyard blast. Battles rage, knights fight and damsels distress in a cardboard Camelot of dirt-bike steeds, aluminum foil ...",,,,,1.0,1.0,124057.0
55,57,Home for the Holidays (1995),Drama,3.404040404040404,99,337.0,113321.0,Home for the Holidays,1995,1996-03-15,"Comedy, Drama, Romance",103.0,USA,English,Jodie Foster,"Chris Radant, W.D. Richter",Paramount Pictures,"Holly Hunter, Robert Downey Jr., Anne Bancroft, Charles Durning, Dylan McDermott, Geraldine Chaplin, Steve Guttenberg, Cynthia Stevenson, Claire Danes, Emily Ann Lloyd, Zack Duhame, Austin Pendleton, David Strathairn, Amy Yasbeck, James Lecesne","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",$ 20000000,$ 17519169,$ 17519169,56.0,99.0,52.0,9089.0
56,58,"Postino, Il (The Postman) (1994)",Drama|Romance,4.093812375249501,501,2051.0,110877.0,Il postino,1994,1994-09-22,"Biography, Comedy, Drama",108.0,"Italy, France, Belgium","Italian, Spanish","Michael Radford, Massimo Troisi","Antonio Skármeta, Furio Scarpelli",Cecchi Gori Group Tiger Cinematografica,"Philippe Noiret, Massimo Troisi, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti, Sergio Solli, Carlo Di Maio, Nando Neri, Vincenzo Di Sauro, Orazio Stracuzzi, Alfredo Cozzolino, Mariano Rigillo, Anna Bonaiuto","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",$ 3000000,$ 21848932,$ 21898920,81.0,123.0,43.0,11010.0
57,59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,2.75,8,22.0,112714.0,Le confessionnal,1995,1995-08-24,"Drama, Mystery, Thriller",100.0,"Canada, UK, France","French, English",Robert Lepage,Robert Lepage,Canal+ Productions,"Lothaire Bluteau, Patrick Goyette, Jean-Louis Millette, Kristin Scott Thomas, Ron Burrage, Richard Fréchette, François Papineau, Marie Gignac, Normand Daneau, Anne-Marie Cadieux, Suzanne Clément, Lynda Beaulieu, Pascal Rollin, Billy Merasty, Paul Hébert","The year is 1952, in Québec City, Québec. Rachel (Suzanne Clément), sixteen, unmarried, and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young Priest under...",,$ 575001,,,8.0,10.0,99040.0
58,60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,3.212885154061625,357,1147.0,113419.0,The Indian in the Cupboard,1995,1996-06-14,"Drama, Family, Fantasy",96.0,USA,English,Frank Oz,"Lynne Reid Banks, Melissa Mathison",Columbia Pictures,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano, Ryan Olson, Leon Tejwani, Lucas Tejwani, Christopher Conte, Cassandra Brown","Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cabinet from his older brother, a set of antique keys from his mother and a tiny plastic model of an Indian from his best friend Patrick.",$ 45000000,$ 35656131,$ 35656131,58.0,54.0,27.0,11359.0
59,61,Eye for an Eye (1996),Drama|Thriller,3.0,67,201.0,116260.0,Eye for an Eye,1996,1996-05-31,"Crime, Drama, Thriller",101.0,USA,"English, French, Spanish, Korean",John Schlesinger,"Erika Holzer, Amanda Silver",Paramount Pictures,"Sally Field, Ed Harris, Olivia Burnette, Alexandra Kyle, Kiefer Sutherland, Joe Mantegna, Beverly D'Angelo, Darrell Larson, Charlayne Woodard, Philip Baker Hall, Keith David, Wanda Acuna, Geoffrey Rivas, Armin Shimerman, Natalija Nogulich","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",$ 20000000,$ 26877589,$ 26877589,,90.0,37.0,17182.0
60,62,Mr. Holland's Opus (1995),Drama,3.6968576709796674,541,2000.0,113862.0,Mr. Holland's Opus,1995,1996-01-19,"Drama, Music",143.0,USA,"English, American Sign Language",Stephen Herek,Patrick Sheane Duncan,Hollywood Pictures,"Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis, William H. Macy, Alicia Witt, Terrence Howard, Damon Whitaker, Jean Louisa Kelly, Alexandra Boyd, Nicholas John Renner, Joseph Anderson, Anthony Natale, Joanna Gleason, Beth Maitland",A frustrated composer finds fulfillment as a high school music teacher.,$ 23000000,$ 82569971,$ 106269971,59.0,173.0,43.0,2054.0
61,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,2.855855855855856,111,317.0,116126.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,1996-01-12,"Comedy, Crime",89.0,USA,"English, Spanish",Paris Barclay,"Shawn Wayans, Marlon Wayans",Island Pictures,"Shawn Wayans, Marlon Wayans, Tracey Cherelle Jones, Chris Spencer, Suli McCullough, Darrel Heath, Helen Martin, Isaiah Barnes, Lahmard J. Tate, Keenen Ivory Wayans, Keith Morris, Craig Wayans, Casey Lee, Joe Scott, Kim Wayans","A parody of several U.S. films about being in the 'Hood', for instance",$ 3800000,$ 20109115,$ 20949601,,128.0,33.0,10607.0
62,64,Two if by Sea (1996),Comedy|Romance,2.2658227848101267,79,179.0,118002.0,Two If by Sea,1996,1996-06-13,"Comedy, Crime, Romance",96.0,USA,English,Bill Bennett,"Denis Leary, Mike Armstrong",Morgan Creek Entertainment,"Denis Leary, Sandra Bullock, Stephen Dillane, Yaphet Kotto, Mike Starr, Jonathan Tucker, Wayne Robson, Michael Badalucco, Lenny Clarke, Jonny Fido, Don Gavin, Shaun Clarke, Markus Parilo, John Friesen, Sean Runnette",A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.,,$ 10658278,$ 10658278,,32.0,16.0,19760.0
63,65,Bio-Dome (1996),Comedy,2.062937062937063,143,295.0,115683.0,Bio-Dome,1996,1996-01-12,Comedy,88.0,USA,English,Jason Bloom,"Adam Leff, Mitchell Peck",Metro-Goldwyn-Mayer (MGM),"William Atherton, Denise Dowse, Dara Tomanovich, Kevin West, Kylie Minogue, Pauly Shore, Stephen Baldwin, Joey Lauren Adams, Teresa Hill, Patricia Hearst, Robbie Thibaut Jr., Adam Weisman, Henry Gibson, Brian Hayes Currie, Courtney Mizel","Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",$ 15000000,$ 13427615,$ 13427615,1.0,150.0,29.0,9536.0
64,66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,1.6701030927835052,97,162.0,116839.0,Lawnmower Man 2: Beyond Cyberspace,1996,1996-01-12,"Action, Sci-Fi, Thriller",93.0,USA,English,Farhad Mann,"Farhad Mann, Michael Miner",New Line Cinema,"Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget, Camille Cooper, Patrick LaBrecque, Crystal Celeste Grant, Sean P. Young, Mathew Valencia, Kevin Conway, Trever O'Brien, Richard Fancy, Ellis Williams, Castulo Guerra, Molly Shannon","Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and ...",$ 15000000,$ 2409225,$ 2409225,29.0,66.0,39.0,11525.0
65,67,Two Bits (1995),Drama,3.25,4,13.0,114753.0,Two Bits,1995,1995-11-22,Drama,85.0,USA,English,James Foley,Joseph Stefano,Miramax,"Jerry Barone, Mary Elizabeth Mastrantonio, Al Pacino, Patrick Borriello, Andy Romano, Donna Mitchell, Mary Lou Rosato, Joe Grifasi, Rosemary De Angelis, Ron McLarty, Charley Scalies, Joanna Merlin, Geoff Pierson, Karen Shallo, Nick Discenza","Gennaro lives with his ailing grandpa, who sits outside holding tight to his last quarter. But grandpa's not ready to die, he has some unfinished business with a woman from his past and he enlists Gennaro to act as his emissary.",,$ 26282,$ 26282,,22.0,13.0,40628.0
66,68,French Twist (Gazon maudit) (1995),Comedy|Romance,3.45,60,207.0,113149.0,Gazon maudit,1995,1995-10-13,Comedy,104.0,France,"French, Spanish, English",Josiane Balasko,"Patrick Aubrée, Josiane Balasko",Canal+,"Victoria Abril, Josiane Balasko, Alain Chabat, Ticky Holgado, Catherine Hiegel, Catherine Samie, Catherine Lachens, Katrine Boorman, Telsche Boorman, Véronique Barrault, Sylvie Audcoeur, Michèle Bernier, Maureen Diot, Miguel Bosé, Jean-Luc Violet","After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",,$ 1026646,$ 1026646,,40.0,23.0,4482.0
67,69,Friday (1995),Comedy,3.6551724137931036,319,1166.0,113118.0,Friday,1995,1995-04-26,"Comedy, Drama",91.0,USA,English,F. Gary Gray,"Ice Cube, DJ Pooh",New Line Cinema,"Ice Cube, Chris Tucker, Nia Long, Tommy 'Tiny' Lister, John Witherspoon, Anna Maria Horsford, Regina King, Paula Jai Parker, Faizon Love, DJ Pooh, Angela Means, Vickilyn Reynolds, Ronn Riser, Kathleen Bradley, Tony Cox","Two homies, Smokey and Craig Jones, smoke a dope dealer's weed and try to figure a way to get the two hundred dollars they owe to the dealer by 10 p.m. that same night.",$ 3500000,$ 27467564,$ 28215918,54.0,187.0,27.0,10634.0
68,70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,3.1564551422319473,914,2885.0,116367.0,From Dusk Till Dawn,1996,1997-01-03,"Action, Crime, Horror",108.0,"USA, Mexico","English, Spanish",Robert Rodriguez,"Robert Kurtzman, Quentin Tarantino",Dimension Films,"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu, Salma Hayek, Cheech Marin, Danny Trejo, Tom Savini, Fred Williamson, Michael Parks, Brenda Hillhouse, John Saxon, Marc Lawrence, Kelly Preston","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",$ 19000000,$ 25836616,$ 25836616,48.0,667.0,197.0,755.0
69,71,Fair Game (1995),Action,2.1041666666666665,96,202.0,113010.0,Fair Game,1995,1996-04-05,"Action, Romance, Thriller",91.0,USA,"English, Russian",Andrew Sipes,"Paula Gosling, Charlie Fletcher",Warner Bros.,"William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald, Miguel Sandoval, Johann Carlo, Salma Hayek, John Bedford Lloyd, Olek Krupa, Jenette Goldstein, Marc Macaulay, Sonny Carl Davis, Frank Medrano, Don Yesso, Paul Dillon","Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",$ 50000000,$ 11534477,$ 11534477,13.0,65.0,48.0,11859.0
